TIME,COUNTS
1781308939.0,9.0
1781308940.0,8.0
1781308941.0,6.0
1781308942.0,7.0
1781308943.0,11.0
1781308944.0,12.0
1781308945.0,4.0
1781308946.0,9.0
1781308947.0,9.0
1781308948.0,4.0
1781308949.0,4.0
1781308950.0,10.0
1781308951.0,13.0
1781308952.0,8.0
1781308953.0,10.0
1781308954.0,6.0
1781308955.0,9.0
1781308956.0,7.0
1781308957.0,3.0
1781308958.0,8.0
1781308959.0,7.0
1781308960.0,8.0
1781308961.0,9.0
1781308962.0,6.0
1781308963.0,8.0
1781308964.0,9.0
1781308965.0,7.0
1781308966.0,8.0
1781308967.0,8.0
1781308968.0,10.0
1781308969.0,6.0
1781308970.0,9.0
1781308971.0,8.0
1781308972.0,7.0
1781308973.0,5.0
1781308974.0,7.0
1781308975.0,12.0
1781308976.0,9.0
1781308977.0,9.0
1781308978.0,7.0
1781308979.0,5.0
1781308980.0,7.0
1781308981.0,9.0
1781308982.0,10.0
1781308983.0,6.0
1781308984.0,5.0
1781308985.0,7.0
1781308986.0,10.0
1781308987.0,7.0
1781308988.0,7.0
1781308989.0,6.0
1781308990.0,9.0
1781308991.0,6.0
1781308992.0,8.0
1781308993.0,12.0
1781308994.0,6.0
1781308995.0,7.0
1781308996.0,10.0
1781308997.0,6.0
1781308998.0,7.0
1781308999.0,7.0
1781309000.0,9.0
1781309001.0,7.0
1781309002.0,3.0
1781309003.0,13.0
1781309004.0,13.0
1781309005.0,7.0
1781309006.0,5.0
1781309007.0,13.0
1781309008.0,6.0
1781309009.0,5.0
1781309010.0,10.0
1781309011.0,5.0
1781309012.0,5.0
1781309013.0,5.0
1781309014.0,4.0
1781309015.0,12.0
1781309016.0,6.0
1781309017.0,7.0
1781309018.0,8.0
1781309019.0,5.0
1781309020.0,9.0
1781309021.0,7.0
1781309022.0,8.0
1781309023.0,7.0
1781309024.0,4.0
1781309025.0,9.0
1781309026.0,9.0
1781309027.0,8.0
1781309028.0,3.0
1781309029.0,7.0
1781309030.0,12.0
1781309031.0,2.0
1781309032.0,1.0
1781309033.0,9.0
1781309034.0,10.0
1781309035.0,2.0
1781309036.0,10.0
1781309037.0,6.0
1781309038.0,4.0
1781309039.0,6.0
1781309040.0,8.0
1781309041.0,9.0
1781309042.0,11.0
1781309043.0,7.0
1781309044.0,10.0
1781309045.0,12.0
1781309046.0,9.0
1781309047.0,13.0
1781309048.0,8.0
1781309049.0,13.0
1781309050.0,8.0
1781309051.0,14.0
1781309052.0,8.0
1781309053.0,6.0
1781309054.0,1.0
1781309055.0,7.0
1781309056.0,9.0
1781309057.0,9.0
1781309058.0,7.0
1781309059.0,7.0
1781309060.0,11.0
1781309061.0,8.0
1781309062.0,5.0
1781309063.0,9.0
1781309064.0,6.0
1781309065.0,8.0
1781309066.0,8.0
1781309067.0,7.0
1781309068.0,15.0
1781309069.0,10.0
1781309070.0,7.0
1781309071.0,5.0
1781309072.0,5.0
1781309073.0,8.0
1781309074.0,5.0
1781309075.0,9.0
1781309076.0,11.0
1781309077.0,11.0
1781309078.0,1.0
1781309079.0,7.0
1781309080.0,5.0
1781309081.0,7.0
1781309082.0,5.0
1781309083.0,13.0
1781309084.0,6.0
1781309085.0,7.0
1781309086.0,7.0
1781309087.0,9.0
1781309088.0,4.0
1781309089.0,6.0
1781309090.0,3.0
1781309091.0,8.0
1781309092.0,5.0
1781309093.0,6.0
1781309094.0,9.0
1781309095.0,9.0
1781309096.0,10.0
1781309097.0,8.0
1781309098.0,6.0
1781309099.0,7.0
1781309100.0,11.0
1781309101.0,7.0
1781309102.0,6.0
1781309103.0,8.0
1781309104.0,7.0
1781309105.0,4.0
1781309106.0,4.0
1781309107.0,9.0
1781309108.0,4.0
1781309109.0,4.0
1781309110.0,7.0
1781309111.0,5.0
1781309112.0,7.0
1781309113.0,8.0
1781309114.0,8.0
1781309115.0,10.0
1781309116.0,8.0
1781309117.0,6.0
1781309118.0,5.0
1781309119.0,6.0
1781309120.0,3.0
1781309121.0,7.0
1781309122.0,7.0
1781309123.0,7.0
1781309124.0,10.0
1781309125.0,8.0
1781309126.0,5.0
1781309127.0,5.0
1781309128.0,8.0
1781309129.0,4.0
1781309130.0,2.0
1781309131.0,4.0
1781309132.0,9.0
1781309133.0,5.0
1781309134.0,10.0
1781309135.0,7.0
1781309136.0,6.0
1781309137.0,4.0
1781309138.0,10.0
1781309139.0,7.0
1781309140.0,5.0
1781309141.0,11.0
1781309142.0,3.0
1781309143.0,7.0
1781309144.0,11.0
1781309145.0,13.0
1781309146.0,7.0
1781309147.0,7.0
1781309148.0,5.0
1781309149.0,11.0
1781309150.0,6.0
1781309151.0,8.0
1781309152.0,7.0
1781309153.0,9.0
1781309154.0,4.0
1781309155.0,6.0
1781309156.0,12.0
1781309157.0,11.0
1781309158.0,4.0
1781309159.0,7.0
1781309160.0,6.0
1781309161.0,8.0
1781309162.0,7.0
1781309163.0,4.0
1781309164.0,9.0
1781309165.0,8.0
1781309166.0,6.0
1781309167.0,6.0
1781309168.0,10.0
1781309169.0,6.0
1781309170.0,11.0
1781309171.0,4.0
1781309172.0,6.0
1781309173.0,11.0
1781309174.0,7.0
1781309175.0,4.0
1781309176.0,7.0
1781309177.0,7.0
1781309178.0,6.0
1781309179.0,12.0
1781309180.0,4.0
1781309181.0,7.0
1781309182.0,10.0
1781309183.0,5.0
1781309184.0,8.0
