TIME,COUNTS
1781320730.0,3.0
1781320731.0,3.0
1781320732.0,5.0
1781320733.0,3.0
1781320734.0,6.0
1781320735.0,3.0
1781320736.0,2.0
1781320737.0,10.0
1781320738.0,2.0
1781320739.0,5.0
1781320740.0,1.0
1781320741.0,4.0
1781320742.0,3.0
1781320743.0,4.0
1781320744.0,3.0
1781320745.0,2.0
1781320746.0,7.0
1781320747.0,3.0
1781320748.0,5.0
1781320749.0,2.0
1781320750.0,2.0
1781320751.0,7.0
1781320752.0,5.0
1781320753.0,9.0
1781320754.0,10.0
1781320755.0,8.0
1781320756.0,2.0
1781320757.0,8.0
1781320758.0,5.0
1781320759.0,6.0
1781320760.0,5.0
1781320761.0,4.0
1781320762.0,2.0
1781320763.0,2.0
1781320764.0,6.0
1781320765.0,1.0
1781320766.0,7.0
1781320767.0,2.0
1781320768.0,6.0
1781320769.0,6.0
1781320770.0,7.0
1781320771.0,7.0
1781320772.0,5.0
1781320773.0,3.0
1781320774.0,4.0
1781320775.0,2.0
1781320776.0,2.0
1781320777.0,2.0
1781320778.0,9.0
1781320779.0,3.0
1781320780.0,5.0
1781320781.0,6.0
1781320782.0,5.0
1781320783.0,7.0
1781320784.0,5.0
1781320785.0,4.0
1781320786.0,4.0
1781320787.0,5.0
1781320788.0,3.0
1781320789.0,6.0
1781320790.0,5.0
1781320791.0,3.0
1781320792.0,5.0
1781320793.0,6.0
1781320794.0,1.0
1781320795.0,5.0
1781320796.0,7.0
1781320797.0,5.0
1781320798.0,7.0
1781320799.0,5.0
1781320800.0,11.0
1781320801.0,8.0
1781320802.0,8.0
1781320803.0,6.0
1781320804.0,6.0
1781320805.0,7.0
1781320806.0,6.0
1781320807.0,8.0
1781320808.0,9.0
1781320809.0,4.0
1781320810.0,2.0
1781320811.0,5.0
1781320812.0,3.0
1781320813.0,6.0
1781320814.0,3.0
1781320815.0,1.0
1781320816.0,5.0
1781320817.0,8.0
1781320818.0,5.0
1781320819.0,3.0
1781320820.0,4.0
1781320821.0,4.0
1781320822.0,4.0
1781320823.0,4.0
1781320824.0,4.0
1781320825.0,8.0
1781320826.0,4.0
1781320827.0,8.0
1781320828.0,8.0
1781320829.0,9.0
1781320830.0,5.0
1781320831.0,3.0
1781320832.0,6.0
1781320833.0,6.0
1781320834.0,7.0
1781320835.0,2.0
1781320836.0,5.0
1781320837.0,6.0
1781320838.0,2.0
1781320839.0,9.0
1781320840.0,4.0
1781320841.0,4.0
1781320842.0,2.0
1781320843.0,5.0
1781320844.0,2.0
1781320845.0,8.0
1781320846.0,5.0
1781320847.0,6.0
1781320848.0,5.0
1781320849.0,4.0
1781320850.0,5.0
1781320851.0,4.0
1781320852.0,2.0
1781320853.0,14.0
1781320854.0,7.0
1781320855.0,4.0
1781320856.0,3.0
1781320857.0,7.0
1781320858.0,6.0
1781320859.0,4.0
1781320860.0,6.0
1781320861.0,4.0
1781320862.0,3.0
1781320863.0,2.0
1781320864.0,3.0
1781320865.0,7.0
1781320866.0,9.0
1781320867.0,4.0
1781320868.0,4.0
1781320869.0,6.0
1781320870.0,7.0
1781320871.0,4.0
1781320872.0,4.0
1781320873.0,9.0
1781320874.0,2.0
1781320875.0,5.0
1781320876.0,3.0
1781320877.0,4.0
1781320878.0,6.0
1781320879.0,4.0
1781320880.0,6.0
1781320881.0,4.0
1781320882.0,7.0
1781320883.0,6.0
1781320884.0,7.0
1781320885.0,7.0
1781320886.0,6.0
1781320887.0,10.0
1781320888.0,4.0
1781320889.0,5.0
1781320890.0,7.0
1781320891.0,10.0
1781320892.0,3.0
1781320893.0,4.0
1781320894.0,4.0
1781320895.0,5.0
1781320896.0,1.0
1781320897.0,5.0
1781320898.0,3.0
1781320899.0,7.0
1781320900.0,5.0
1781320901.0,5.0
1781320902.0,9.0
1781320903.0,5.0
1781320904.0,5.0
1781320905.0,2.0
1781320906.0,5.0
1781320907.0,10.0
1781320908.0,7.0
1781320909.0,4.0
1781320910.0,6.0
1781320911.0,5.0
1781320912.0,8.0
1781320913.0,4.0
1781320914.0,2.0
1781320915.0,9.0
1781320916.0,8.0
1781320917.0,6.0
1781320918.0,1.0
1781320919.0,9.0
1781320920.0,4.0
1781320921.0,5.0
1781320922.0,7.0
1781320923.0,3.0
1781320924.0,5.0
1781320925.0,4.0
1781320926.0,3.0
1781320927.0,6.0
1781320928.0,5.0
1781320929.0,6.0
1781320930.0,1.0
1781320931.0,3.0
1781320932.0,4.0
1781320933.0,4.0
1781320934.0,3.0
1781320935.0,0.0
1781320936.0,5.0
1781320937.0,3.0
1781320938.0,9.0
1781320939.0,6.0
1781320940.0,3.0
1781320941.0,4.0
1781320942.0,1.0
1781320943.0,3.0
1781320944.0,3.0
1781320945.0,5.0
1781320946.0,3.0
1781320947.0,5.0
1781320948.0,2.0
1781320949.0,3.0
1781320950.0,3.0
1781320951.0,3.0
1781320952.0,11.0
1781320953.0,5.0
1781320954.0,5.0
1781320955.0,3.0
1781320956.0,3.0
1781320957.0,6.0
1781320958.0,4.0
1781320959.0,4.0
1781320960.0,3.0
1781320961.0,8.0
1781320962.0,3.0
1781320963.0,3.0
1781320964.0,4.0
1781320965.0,4.0
1781320966.0,4.0
1781320967.0,4.0
1781320968.0,3.0
1781320969.0,6.0
1781320970.0,4.0
1781320971.0,1.0
1781320972.0,10.0
1781320973.0,4.0
1781320974.0,3.0
1781320975.0,5.0
1781320976.0,8.0
1781320977.0,4.0
1781320978.0,5.0
1781320979.0,2.0
1781320980.0,3.0
1781320981.0,3.0
1781320982.0,4.0
1781320983.0,6.0
1781320984.0,3.0
1781320985.0,3.0
1781320986.0,3.0
1781320987.0,7.0
1781320988.0,4.0
1781320989.0,6.0
1781320990.0,5.0
1781320991.0,4.0
1781320992.0,5.0
1781320993.0,3.0
1781320994.0,6.0
1781320995.0,7.0
1781320996.0,7.0
1781320997.0,9.0
1781320998.0,3.0
1781320999.0,5.0
1781321000.0,8.0
1781321001.0,1.0
1781321002.0,4.0
1781321003.0,9.0
1781321004.0,3.0
1781321005.0,5.0
1781321006.0,7.0
1781321007.0,2.0
1781321008.0,1.0
1781321009.0,6.0
1781321010.0,2.0
1781321011.0,8.0
1781321012.0,9.0
1781321013.0,3.0
1781321014.0,3.0
1781321015.0,2.0
1781321016.0,6.0
1781321017.0,3.0
1781321018.0,6.0
1781321019.0,7.0
1781321020.0,6.0
1781321021.0,9.0
1781321022.0,3.0
1781321023.0,3.0
1781321024.0,8.0
1781321025.0,5.0
1781321026.0,2.0
1781321027.0,4.0
1781321028.0,1.0
1781321029.0,2.0
1781321030.0,4.0
1781321031.0,7.0
1781321032.0,4.0
1781321033.0,4.0
1781321034.0,4.0
1781321035.0,5.0
1781321036.0,2.0
1781321037.0,8.0
1781321038.0,4.0
1781321039.0,3.0
1781321040.0,4.0
1781321041.0,3.0
1781321042.0,3.0
1781321043.0,6.0
1781321044.0,7.0
1781321045.0,4.0
1781321046.0,6.0
1781321047.0,3.0
1781321048.0,4.0
1781321049.0,4.0
1781321050.0,2.0
1781321051.0,10.0
1781321052.0,5.0
1781321053.0,3.0
1781321054.0,9.0
1781321055.0,6.0
1781321056.0,5.0
1781321057.0,6.0
1781321058.0,6.0
1781321059.0,4.0
1781321060.0,8.0
1781321061.0,4.0
1781321062.0,4.0
1781321063.0,3.0
1781321064.0,2.0
1781321065.0,5.0
1781321066.0,4.0
1781321067.0,7.0
1781321068.0,4.0
1781321069.0,7.0
1781321070.0,3.0
1781321071.0,7.0
1781321072.0,2.0
1781321073.0,5.0
1781321074.0,6.0
1781321075.0,5.0
1781321076.0,5.0
1781321077.0,6.0
1781321078.0,3.0
1781321079.0,3.0
1781321080.0,3.0
1781321081.0,4.0
1781321082.0,4.0
1781321083.0,2.0
1781321084.0,7.0
1781321085.0,3.0
1781321086.0,4.0
1781321087.0,7.0
1781321088.0,7.0
1781321089.0,6.0
1781321090.0,5.0
1781321091.0,7.0
1781321092.0,9.0
1781321093.0,4.0
1781321094.0,4.0
1781321095.0,4.0
1781321096.0,6.0
1781321097.0,6.0
1781321098.0,2.0
1781321099.0,3.0
1781321100.0,4.0
1781321101.0,9.0
1781321102.0,5.0
1781321103.0,8.0
1781321104.0,5.0
1781321105.0,5.0
1781321106.0,5.0
1781321107.0,5.0
1781321108.0,4.0
1781321109.0,5.0
1781321110.0,3.0
1781321111.0,7.0
1781321112.0,5.0
1781321113.0,3.0
1781321114.0,7.0
1781321115.0,5.0
1781321116.0,5.0
1781321117.0,5.0
1781321118.0,4.0
1781321119.0,4.0
1781321120.0,5.0
1781321121.0,6.0
1781321122.0,4.0
1781321123.0,3.0
1781321124.0,2.0
1781321125.0,8.0
1781321126.0,4.0
1781321127.0,4.0
1781321128.0,5.0
1781321129.0,5.0
1781321130.0,5.0
1781321131.0,6.0
1781321132.0,3.0
1781321133.0,6.0
1781321134.0,3.0
1781321135.0,4.0
1781321136.0,1.0
1781321137.0,6.0
1781321138.0,5.0
1781321139.0,2.0
1781321140.0,10.0
1781321141.0,7.0
1781321142.0,7.0
1781321143.0,4.0
1781321144.0,5.0
1781321145.0,6.0
1781321146.0,4.0
1781321147.0,2.0
1781321148.0,4.0
1781321149.0,6.0
1781321150.0,5.0
1781321151.0,4.0
1781321152.0,9.0
1781321153.0,3.0
1781321154.0,4.0
1781321155.0,6.0
1781321156.0,6.0
1781321157.0,4.0
1781321158.0,4.0
1781321159.0,2.0
1781321160.0,6.0
1781321161.0,5.0
1781321162.0,2.0
1781321163.0,11.0
1781321164.0,6.0
1781321165.0,4.0
1781321166.0,2.0
1781321167.0,1.0
1781321168.0,5.0
1781321169.0,6.0
1781321170.0,7.0
1781321171.0,4.0
1781321172.0,6.0
1781321173.0,10.0
1781321174.0,1.0
1781321175.0,3.0
1781321176.0,3.0
1781321177.0,5.0
1781321178.0,2.0
1781321179.0,3.0
1781321180.0,4.0
1781321181.0,5.0
1781321182.0,5.0
1781321183.0,9.0
1781321184.0,4.0
1781321185.0,3.0
1781321186.0,2.0
1781321187.0,5.0
1781321188.0,5.0
1781321189.0,4.0
1781321190.0,2.0
1781321191.0,3.0
1781321192.0,0.0
1781321193.0,7.0
1781321194.0,5.0
1781321195.0,4.0
1781321196.0,6.0
1781321197.0,7.0
1781321198.0,5.0
1781321199.0,2.0
1781321200.0,4.0
1781321201.0,6.0
1781321202.0,4.0
1781321203.0,3.0
1781321204.0,5.0
1781321205.0,2.0
1781321206.0,3.0
1781321207.0,1.0
1781321208.0,4.0
1781321209.0,6.0
1781321210.0,5.0
1781321211.0,4.0
1781321212.0,3.0
1781321213.0,4.0
1781321214.0,2.0
1781321215.0,2.0
1781321216.0,5.0
1781321217.0,4.0
1781321218.0,6.0
1781321219.0,5.0
1781321220.0,4.0
1781321221.0,5.0
1781321222.0,6.0
1781321223.0,4.0
1781321224.0,6.0
1781321225.0,6.0
1781321226.0,6.0
1781321227.0,3.0
1781321228.0,5.0
1781321229.0,2.0
1781321230.0,8.0
1781321231.0,5.0
1781321232.0,6.0
1781321233.0,4.0
1781321234.0,1.0
1781321235.0,2.0
1781321236.0,4.0
1781321237.0,6.0
1781321238.0,7.0
1781321239.0,3.0
1781321240.0,8.0
1781321241.0,2.0
1781321242.0,7.0
1781321243.0,3.0
1781321244.0,3.0
1781321245.0,3.0
1781321246.0,4.0
1781321247.0,7.0
1781321248.0,5.0
1781321249.0,6.0
1781321250.0,3.0
1781321251.0,1.0
1781321252.0,5.0
1781321253.0,6.0
1781321254.0,4.0
1781321255.0,3.0
1781321256.0,5.0
1781321257.0,4.0
1781321258.0,6.0
1781321259.0,4.0
1781321260.0,5.0
1781321261.0,5.0
1781321262.0,5.0
1781321263.0,2.0
1781321264.0,11.0
1781321265.0,8.0
1781321266.0,5.0
1781321267.0,5.0
1781321268.0,3.0
1781321269.0,5.0
1781321270.0,7.0
1781321271.0,4.0
1781321272.0,3.0
1781321273.0,4.0
1781321274.0,5.0
1781321275.0,4.0
1781321276.0,7.0
1781321277.0,12.0
1781321278.0,5.0
1781321279.0,3.0
1781321280.0,4.0
1781321281.0,10.0
1781321282.0,2.0
1781321283.0,5.0
1781321284.0,2.0
1781321285.0,7.0
1781321286.0,5.0
1781321287.0,3.0
1781321288.0,8.0
1781321289.0,3.0
1781321290.0,6.0
1781321291.0,5.0
1781321292.0,2.0
1781321293.0,5.0
1781321294.0,3.0
1781321295.0,6.0
1781321296.0,4.0
1781321297.0,5.0
1781321298.0,1.0
1781321299.0,4.0
1781321300.0,4.0
1781321301.0,7.0
1781321302.0,7.0
1781321303.0,4.0
1781321304.0,7.0
1781321305.0,6.0
1781321306.0,4.0
1781321307.0,11.0
1781321308.0,5.0
1781321309.0,4.0
1781321310.0,4.0
1781321311.0,3.0
1781321312.0,1.0
1781321313.0,4.0
1781321314.0,4.0
1781321315.0,3.0
1781321316.0,1.0
1781321317.0,9.0
1781321318.0,6.0
1781321319.0,5.0
1781321320.0,2.0
1781321321.0,2.0
1781321322.0,3.0
1781321323.0,5.0
1781321324.0,4.0
1781321325.0,3.0
1781321326.0,4.0
1781321327.0,6.0
1781321328.0,5.0
1781321329.0,8.0
1781321330.0,8.0
1781321331.0,2.0
1781321332.0,5.0
1781321333.0,2.0
1781321334.0,2.0
1781321335.0,10.0
1781321336.0,3.0
1781321337.0,6.0
1781321338.0,4.0
1781321339.0,7.0
1781321340.0,5.0
1781321341.0,5.0
1781321342.0,5.0
1781321343.0,4.0
1781321344.0,7.0
1781321345.0,4.0
1781321346.0,3.0
1781321347.0,4.0
1781321348.0,3.0
1781321349.0,5.0
1781321350.0,1.0
1781321351.0,7.0
1781321352.0,3.0
1781321353.0,7.0
1781321354.0,7.0
1781321355.0,3.0
1781321356.0,3.0
1781321357.0,4.0
1781321358.0,4.0
1781321359.0,7.0
1781321360.0,5.0
1781321361.0,5.0
1781321362.0,4.0
1781321363.0,3.0
1781321364.0,3.0
1781321365.0,11.0
1781321366.0,4.0
1781321367.0,5.0
1781321368.0,7.0
1781321369.0,3.0
1781321370.0,7.0
1781321371.0,8.0
1781321372.0,3.0
1781321373.0,3.0
1781321374.0,13.0
1781321375.0,2.0
1781321376.0,4.0
1781321377.0,7.0
1781321378.0,5.0
1781321379.0,2.0
1781321380.0,6.0
1781321381.0,2.0
1781321382.0,6.0
1781321383.0,5.0
1781321384.0,6.0
1781321385.0,5.0
1781321386.0,7.0
1781321387.0,8.0
1781321388.0,4.0
1781321389.0,7.0
1781321390.0,1.0
1781321391.0,3.0
1781321392.0,1.0
1781321393.0,6.0
1781321394.0,4.0
1781321395.0,7.0
1781321396.0,3.0
1781321397.0,3.0
1781321398.0,4.0
1781321399.0,6.0
1781321400.0,8.0
1781321401.0,2.0
1781321402.0,2.0
1781321403.0,6.0
1781321404.0,5.0
1781321405.0,5.0
1781321406.0,8.0
1781321407.0,2.0
1781321408.0,4.0
1781321409.0,8.0
1781321410.0,2.0
1781321411.0,12.0
1781321412.0,1.0
1781321413.0,6.0
1781321414.0,6.0
1781321415.0,5.0
1781321416.0,1.0
1781321417.0,4.0
1781321418.0,3.0
1781321419.0,3.0
1781321420.0,5.0
1781321421.0,4.0
1781321422.0,2.0
1781321423.0,3.0
1781321424.0,3.0
1781321425.0,7.0
1781321426.0,7.0
1781321427.0,4.0
1781321428.0,2.0
1781321429.0,5.0
1781321430.0,6.0
1781321431.0,6.0
1781321432.0,1.0
1781321433.0,8.0
1781321434.0,3.0
1781321435.0,8.0
1781321436.0,5.0
1781321437.0,5.0
1781321438.0,4.0
1781321439.0,6.0
1781321440.0,1.0
1781321441.0,4.0
1781321442.0,3.0
1781321443.0,7.0
1781321444.0,2.0
1781321445.0,7.0
1781321446.0,4.0
1781321447.0,4.0
1781321448.0,3.0
1781321449.0,2.0
1781321450.0,4.0
1781321451.0,8.0
1781321452.0,4.0
1781321453.0,3.0
1781321454.0,7.0
1781321455.0,3.0
1781321456.0,8.0
1781321457.0,2.0
1781321458.0,7.0
1781321459.0,4.0
1781321460.0,2.0
1781321461.0,2.0
1781321462.0,7.0
1781321463.0,3.0
1781321464.0,2.0
1781321465.0,2.0
1781321466.0,7.0
1781321467.0,2.0
1781321468.0,3.0
1781321469.0,9.0
1781321470.0,3.0
1781321471.0,7.0
1781321472.0,6.0
1781321473.0,5.0
1781321474.0,3.0
1781321475.0,7.0
1781321476.0,8.0
1781321477.0,2.0
1781321478.0,4.0
1781321479.0,6.0
1781321480.0,1.0
1781321481.0,6.0
1781321482.0,4.0
1781321483.0,7.0
1781321484.0,2.0
1781321485.0,4.0
1781321486.0,1.0
1781321487.0,4.0
1781321488.0,6.0
1781321489.0,6.0
1781321490.0,4.0
1781321491.0,4.0
1781321492.0,3.0
1781321493.0,4.0
1781321494.0,4.0
1781321495.0,2.0
1781321496.0,6.0
1781321497.0,4.0
1781321498.0,4.0
1781321499.0,5.0
1781321500.0,2.0
1781321501.0,7.0
1781321502.0,4.0
1781321503.0,4.0
1781321504.0,2.0
1781321505.0,6.0
1781321506.0,2.0
1781321507.0,8.0
1781321508.0,5.0
1781321509.0,4.0
1781321510.0,4.0
1781321511.0,2.0
1781321512.0,4.0
1781321513.0,2.0
1781321514.0,2.0
1781321515.0,4.0
1781321516.0,6.0
1781321517.0,8.0
1781321518.0,4.0
1781321519.0,5.0
1781321520.0,8.0
1781321521.0,4.0
1781321522.0,6.0
1781321523.0,3.0
1781321524.0,5.0
1781321525.0,5.0
1781321526.0,4.0
1781321527.0,4.0
1781321528.0,5.0
1781321529.0,4.0
1781321530.0,5.0
1781321531.0,2.0
1781321532.0,5.0
1781321533.0,7.0
1781321534.0,8.0
1781321535.0,3.0
1781321536.0,5.0
1781321537.0,3.0
1781321538.0,3.0
1781321539.0,4.0
1781321540.0,2.0
1781321541.0,9.0
1781321542.0,7.0
1781321543.0,6.0
1781321544.0,4.0
1781321545.0,5.0
1781321546.0,2.0
1781321547.0,3.0
1781321548.0,8.0
1781321549.0,1.0
1781321550.0,3.0
1781321551.0,5.0
1781321552.0,7.0
1781321553.0,2.0
1781321554.0,6.0
1781321555.0,5.0
1781321556.0,8.0
1781321557.0,2.0
1781321558.0,7.0
1781321559.0,5.0
1781321560.0,5.0
1781321561.0,1.0
1781321562.0,5.0
1781321563.0,3.0
1781321564.0,0.0
1781321565.0,4.0
1781321566.0,5.0
1781321567.0,5.0
1781321568.0,2.0
1781321569.0,4.0
1781321570.0,3.0
1781321571.0,5.0
1781321572.0,5.0
1781321573.0,3.0
1781321574.0,6.0
1781321575.0,2.0
1781321576.0,1.0
1781321577.0,2.0
1781321578.0,4.0
1781321579.0,6.0
1781321580.0,4.0
1781321581.0,6.0
1781321582.0,5.0
1781321583.0,4.0
1781321584.0,4.0
1781321585.0,1.0
1781321586.0,5.0
1781321587.0,4.0
1781321588.0,2.0
1781321589.0,5.0
1781321590.0,3.0
1781321591.0,8.0
1781321592.0,3.0
1781321593.0,6.0
1781321594.0,2.0
1781321595.0,3.0
1781321596.0,2.0
1781321597.0,5.0
1781321598.0,3.0
1781321599.0,4.0
1781321600.0,3.0
1781321601.0,7.0
1781321602.0,4.0
1781321603.0,3.0
1781321604.0,7.0
1781321605.0,0.0
1781321606.0,4.0
1781321607.0,3.0
1781321608.0,3.0
1781321609.0,4.0
1781321610.0,4.0
1781321611.0,4.0
1781321612.0,6.0
1781321613.0,5.0
1781321614.0,2.0
1781321615.0,8.0
1781321616.0,7.0
1781321617.0,3.0
1781321618.0,6.0
1781321619.0,6.0
1781321620.0,4.0
1781321621.0,8.0
1781321622.0,5.0
1781321623.0,4.0
1781321624.0,4.0
1781321625.0,1.0
1781321626.0,5.0
1781321627.0,3.0
1781321628.0,4.0
1781321629.0,9.0
1781321630.0,6.0
1781321631.0,5.0
1781321632.0,0.0
1781321633.0,5.0
1781321634.0,6.0
1781321635.0,8.0
1781321636.0,6.0
1781321637.0,2.0
1781321638.0,8.0
1781321639.0,4.0
1781321640.0,3.0
1781321641.0,5.0
1781321642.0,4.0
1781321643.0,5.0
1781321644.0,5.0
1781321645.0,5.0
1781321646.0,2.0
1781321647.0,5.0
1781321648.0,2.0
1781321649.0,1.0
1781321650.0,6.0
1781321651.0,4.0
1781321652.0,6.0
1781321653.0,2.0
1781321654.0,4.0
1781321655.0,4.0
1781321656.0,4.0
1781321657.0,4.0
1781321658.0,2.0
1781321659.0,6.0
1781321660.0,5.0
1781321661.0,6.0
1781321662.0,8.0
1781321663.0,4.0
1781321664.0,3.0
1781321665.0,5.0
1781321666.0,6.0
1781321667.0,3.0
1781321668.0,8.0
1781321669.0,3.0
1781321670.0,5.0
1781321671.0,1.0
1781321672.0,6.0
1781321673.0,6.0
1781321674.0,5.0
1781321675.0,5.0
1781321676.0,6.0
1781321677.0,6.0
1781321678.0,3.0
1781321679.0,3.0
1781321680.0,2.0
1781321681.0,2.0
1781321682.0,3.0
1781321683.0,6.0
1781321684.0,3.0
1781321685.0,3.0
1781321686.0,4.0
1781321687.0,3.0
1781321688.0,3.0
1781321689.0,5.0
1781321690.0,2.0
1781321691.0,2.0
1781321692.0,1.0
1781321693.0,3.0
1781321694.0,2.0
1781321695.0,3.0
1781321696.0,8.0
1781321697.0,4.0
1781321698.0,6.0
1781321699.0,7.0
1781321700.0,0.0
1781321701.0,4.0
1781321702.0,3.0
1781321703.0,3.0
1781321704.0,2.0
1781321705.0,3.0
1781321706.0,4.0
1781321707.0,2.0
1781321708.0,4.0
1781321709.0,3.0
1781321710.0,3.0
1781321711.0,3.0
1781321712.0,6.0
1781321713.0,2.0
1781321714.0,3.0
1781321715.0,3.0
1781321716.0,4.0
1781321717.0,5.0
1781321718.0,3.0
1781321719.0,6.0
1781321720.0,3.0
1781321721.0,7.0
1781321722.0,6.0
1781321723.0,4.0
1781321724.0,4.0
1781321725.0,1.0
1781321726.0,5.0
1781321727.0,1.0
1781321728.0,5.0
1781321729.0,1.0
1781321730.0,2.0
1781321731.0,1.0
1781321732.0,4.0
1781321733.0,2.0
1781321734.0,7.0
1781321735.0,2.0
1781321736.0,5.0
1781321737.0,4.0
1781321738.0,8.0
1781321739.0,4.0
1781321740.0,2.0
1781321741.0,5.0
1781321742.0,1.0
1781321743.0,4.0
1781321744.0,9.0
1781321745.0,3.0
1781321746.0,5.0
1781321747.0,1.0
1781321748.0,1.0
1781321749.0,4.0
1781321750.0,4.0
1781321751.0,3.0
1781321752.0,3.0
1781321753.0,5.0
1781321754.0,5.0
1781321755.0,2.0
1781321756.0,0.0
1781321757.0,4.0
1781321758.0,4.0
1781321759.0,6.0
1781321760.0,2.0
1781321761.0,3.0
1781321762.0,6.0
1781321763.0,3.0
1781321764.0,3.0
1781321765.0,3.0
1781321766.0,8.0
1781321767.0,6.0
1781321768.0,4.0
1781321769.0,8.0
1781321770.0,5.0
1781321771.0,2.0
1781321772.0,3.0
1781321773.0,7.0
1781321774.0,8.0
1781321775.0,12.0
1781321776.0,3.0
1781321777.0,4.0
1781321778.0,3.0
1781321779.0,3.0
1781321780.0,4.0
1781321781.0,4.0
1781321782.0,3.0
1781321783.0,1.0
1781321784.0,4.0
1781321785.0,3.0
1781321786.0,4.0
1781321787.0,5.0
1781321788.0,4.0
1781321789.0,8.0
1781321790.0,1.0
1781321791.0,3.0
1781321792.0,7.0
1781321793.0,3.0
1781321794.0,1.0
1781321795.0,1.0
1781321796.0,5.0
1781321797.0,2.0
1781321798.0,2.0
1781321799.0,2.0
1781321800.0,5.0
1781321801.0,3.0
1781321802.0,1.0
1781321803.0,1.0
1781321804.0,4.0
1781321805.0,4.0
1781321806.0,2.0
1781321807.0,7.0
1781321808.0,4.0
1781321809.0,3.0
1781321810.0,4.0
1781321811.0,6.0
1781321812.0,2.0
1781321813.0,7.0
1781321814.0,4.0
1781321815.0,2.0
1781321816.0,1.0
1781321817.0,2.0
1781321818.0,1.0
1781321819.0,5.0
1781321820.0,6.0
1781321821.0,0.0
1781321822.0,4.0
1781321823.0,6.0
1781321824.0,6.0
1781321825.0,4.0
1781321826.0,5.0
1781321827.0,4.0
1781321828.0,7.0
1781321829.0,1.0
1781321830.0,3.0
1781321831.0,3.0
1781321832.0,4.0
1781321833.0,4.0
1781321834.0,2.0
1781321835.0,3.0
1781321836.0,6.0
1781321837.0,5.0
1781321838.0,5.0
1781321839.0,3.0
1781321840.0,4.0
1781321841.0,4.0
1781321842.0,2.0
1781321843.0,2.0
1781321844.0,3.0
1781321845.0,5.0
1781321846.0,4.0
1781321847.0,0.0
1781321848.0,2.0
1781321849.0,4.0
1781321850.0,4.0
1781321851.0,4.0
1781321852.0,7.0
1781321853.0,8.0
1781321854.0,3.0
1781321855.0,7.0
1781321856.0,4.0
1781321857.0,5.0
1781321858.0,5.0
1781321859.0,3.0
1781321860.0,4.0
1781321861.0,3.0
1781321862.0,3.0
1781321863.0,3.0
1781321864.0,2.0
1781321865.0,3.0
1781321866.0,4.0
1781321867.0,5.0
1781321868.0,3.0
1781321869.0,6.0
1781321870.0,4.0
1781321871.0,3.0
1781321872.0,3.0
1781321873.0,3.0
1781321874.0,3.0
1781321875.0,4.0
1781321876.0,3.0
1781321877.0,3.0
1781321878.0,5.0
1781321879.0,6.0
1781321880.0,2.0
1781321881.0,3.0
1781321882.0,2.0
1781321883.0,6.0
1781321884.0,3.0
1781321885.0,3.0
1781321886.0,4.0
1781321887.0,1.0
1781321888.0,3.0
1781321889.0,4.0
1781321890.0,1.0
1781321891.0,5.0
1781321892.0,5.0
1781321893.0,4.0
1781321894.0,4.0
1781321895.0,4.0
1781321896.0,5.0
1781321897.0,3.0
1781321898.0,1.0
1781321899.0,3.0
1781321900.0,7.0
1781321901.0,5.0
1781321902.0,5.0
1781321903.0,2.0
1781321904.0,3.0
1781321905.0,3.0
1781321906.0,2.0
1781321907.0,4.0
1781321908.0,5.0
1781321909.0,2.0
1781321910.0,5.0
1781321911.0,4.0
1781321912.0,5.0
1781321913.0,4.0
1781321914.0,3.0
1781321915.0,9.0
1781321916.0,2.0
1781321917.0,3.0
1781321918.0,4.0
1781321919.0,2.0
1781321920.0,6.0
1781321921.0,2.0
1781321922.0,2.0
1781321923.0,7.0
1781321924.0,4.0
1781321925.0,4.0
1781321926.0,1.0
1781321927.0,2.0
1781321928.0,3.0
1781321929.0,3.0
1781321930.0,4.0
1781321931.0,3.0
1781321932.0,5.0
1781321933.0,3.0
1781321934.0,6.0
1781321935.0,3.0
1781321936.0,6.0
1781321937.0,4.0
1781321938.0,3.0
1781321939.0,5.0
1781321940.0,2.0
1781321941.0,4.0
1781321942.0,4.0
1781321943.0,5.0
1781321944.0,5.0
1781321945.0,4.0
1781321946.0,4.0
1781321947.0,5.0
1781321948.0,2.0
1781321949.0,5.0
1781321950.0,6.0
1781321951.0,3.0
1781321952.0,1.0
1781321953.0,2.0
1781321954.0,2.0
1781321955.0,3.0
1781321956.0,2.0
1781321957.0,3.0
1781321958.0,5.0
1781321959.0,3.0
1781321960.0,7.0
1781321961.0,3.0
1781321962.0,1.0
1781321963.0,5.0
1781321964.0,8.0
1781321965.0,3.0
1781321966.0,2.0
1781321967.0,2.0
1781321968.0,4.0
1781321969.0,7.0
1781321970.0,2.0
1781321971.0,4.0
1781321972.0,5.0
1781321973.0,5.0
1781321974.0,6.0
1781321975.0,5.0
1781321976.0,2.0
1781321977.0,3.0
1781321978.0,6.0
1781321979.0,7.0
1781321980.0,3.0
1781321981.0,4.0
1781321982.0,2.0
1781321983.0,4.0
1781321984.0,6.0
1781321985.0,1.0
1781321986.0,3.0
1781321987.0,2.0
1781321988.0,5.0
1781321989.0,7.0
1781321990.0,2.0
1781321991.0,7.0
1781321992.0,2.0
1781321993.0,1.0
1781321994.0,2.0
1781321995.0,4.0
1781321996.0,4.0
1781321997.0,7.0
1781321998.0,4.0
1781321999.0,3.0
1781322000.0,3.0
